area_type,availability,location,size,society,total_sqft,bath,balcony,price,month,ready,extract,address
Plot  Area,Ready To Move,9th Phase JP Nagar,7.0,others,7.0909098220799835,6.0,2.0,5.278114659230517,,Ready To Move,Ready To Move,"9th Phase JP Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,others,7.0967213784947605,2.0,2.0,4.1588830833596715,,Ready To Move,Ready To Move,"5th Phase JP Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kalena Agrahara,3.0,KlarkBe,7.476472381163905,3.0,1.0,4.836281906951478,,Ready To Move,Ready To Move,"Kalena Agrahara,Bangalore,Karnataka,India"
Built-up  Area,18-Dec,Electronic City,2.0,others,7.030857476116121,2.0,1.0,3.5157158351047473,Dec,,Dec,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,18-Jun,Devanahalli Road,3.0,Ozana U,7.334981878871814,3.0,3.0,4.532599493153256,Jun,,Jun,"Devanahalli Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Ejipura,3.0,DSncele,7.409136443920128,3.0,0.0,4.709530201312334,,Ready To Move,Ready To Move,"Ejipura,Bangalore,Karnataka,India"
Built-up  Area,18-May,Horamavu Banaswadi,4.0,others,7.0909098220799835,4.0,2.0,4.663439094112067,May,,May,"Horamavu Banaswadi,Bangalore,Karnataka,India"
Carpet  Area,18-Dec,Bhoganhalli,2.0,Rosha I,6.690966493305935,2.0,1.0,4.249780130512233,Dec,,Dec,"Bhoganhalli,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Doddathoguru,2.0,others,7.0909098220799835,2.0,2.0,4.330733340286331,Apr,,Apr,"Doddathoguru,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kengeri,2.0,others,7.088408778675395,2.0,2.0,3.9318256327243257,,Ready To Move,Ready To Move,"Kengeri,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Green Woods Layout,2.0,Paarklu,7.0909098220799835,2.0,2.0,4.204692619390966,,Ready To Move,Ready To Move,"Green Woods Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Uttarahalli,3.0,Shony S,7.234177179749849,2.0,2.0,3.901568547524287,,Ready To Move,Ready To Move,"Uttarahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Craig Park Layout,2.0,Cearkry,6.918695219020472,2.0,3.0,5.003946305945459,,Ready To Move,Ready To Move,"Craig Park Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,3.0,UKe 2nz,7.70796153183549,3.0,3.0,4.7535901911063645,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Immadihalli,2.0,Niimet ,7.074116816197362,2.0,2.0,3.8918202981106265,,Ready To Move,Ready To Move,"Immadihalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Banagiri Nagar,3.0,others,7.330405211844402,2.0,3.0,4.812184355372417,,Ready To Move,Ready To Move,"Banagiri Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,others,7.00397413672268,2.0,2.0,3.481240089335692,,Ready To Move,Ready To Move,"Ananth Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hiremath Layout,3.0,others,7.269616749608169,3.0,3.0,4.2626798770413155,,Ready To Move,Ready To Move,"Hiremath Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Attibele,1.0,Jae 2hu,5.993961427306569,1.0,1.0,2.70805020110221,,Ready To Move,Ready To Move,"Attibele,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Dommasandra,2.0,Asene S,7.0909098220799835,2.0,2.0,3.9318256327243257,,Ready To Move,Ready To Move,"Dommasandra,Bangalore,Karnataka,India"
Super built-up  Area,21-Mar,Whitefield,2.0,PritaDo,7.149131598557407,2.0,1.0,4.564868889214566,Mar,,Mar,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,2.0,SSthamh,7.095064377287131,2.0,1.0,3.6888794541139363,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kalena Agrahara,2.0,ARomee ,6.8885724595653635,2.0,1.0,3.713572066704308,,Ready To Move,Ready To Move,"Kalena Agrahara,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Malleshpalya,2.0,others,7.111512116496157,2.0,2.0,3.868280082480227,May,,May,"Malleshpalya,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Whitefield,3.0,others,7.340835554123275,3.0,1.0,4.290459441148391,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ramagondanahalli,3.0,DNeremo,7.384610383176974,2.0,2.0,4.718498871295094,,Ready To Move,Ready To Move,"Ramagondanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Jalahalli,2.0,Tahtsla,7.43543801981455,2.0,2.0,4.836281906951478,,Ready To Move,Ready To Move,"Jalahalli,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Jnanabharathi Layout,3.0,others,6.398594934535208,3.0,2.0,4.330733340286331,,Ready To Move,Ready To Move,"Jnanabharathi Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kaggalipura,2.0,Baowsig,6.85751406254539,2.0,1.0,3.6888794541139363,,Ready To Move,Ready To Move,"Kaggalipura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Muneshwara Nagar,3.0,Laderav,7.353081920515432,2.0,3.0,4.204692619390966,,Ready To Move,Ready To Move,"Muneshwara Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Chandapura,2.0,others,7.091742115095153,2.0,2.0,3.332204510175204,,Ready To Move,Ready To Move,"Chandapura,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Chandapura,2.0,others,7.313886831633462,2.0,1.0,4.110873864173311,,Ready To Move,Ready To Move,"Chandapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Malleshpalya,3.0,others,7.487733761436444,3.0,2.0,4.330733340286331,,Ready To Move,Ready To Move,"Malleshpalya,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,others,7.138073034044347,2.0,1.0,4.167130231947748,,Ready To Move,Ready To Move,"Raja Rajeshwari Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,2.0,CoapeSo,6.814542897259958,2.0,2.0,3.7612001156935624,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,others,7.168579897264035,2.0,2.0,4.727387818712341,,Ready To Move,Ready To Move,"Thigalarapalya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kundalahalli,2.0,Vangsld,7.163946684342547,2.0,3.0,3.912023005428146,,Ready To Move,Ready To Move,"Kundalahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Chikkasandra,2.0,others,6.976348070447749,2.0,2.0,3.7612001156935624,,Ready To Move,Ready To Move,"Chikkasandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Varthur,2.0,Soamsay,6.920671504248683,2.0,1.0,4.212127597878484,,Ready To Move,Ready To Move,"Varthur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Mahadevpura,2.0,others,7.13966033596492,2.0,3.0,4.070734696582967,,Ready To Move,Ready To Move,"Mahadevpura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,Maantr ,7.1569563646156364,2.0,2.0,4.290459441148391,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,Puestol,7.519692404116539,3.0,2.0,4.5342110970475975,,Ready To Move,Ready To Move,"Kanakpura Road,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Bharath Housing Society Layout,4.0,others,7.783640596221253,3.0,2.0,5.303304908059076,,Ready To Move,Ready To Move,"Bharath Housing Society Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Chikka Tirupathi,5.0,Theanmp,8.118802996980035,5.0,2.0,4.663439094112067,,Ready To Move,Ready To Move,"Chikka Tirupathi,Bangalore,Karnataka,India"
Super built-up  Area,19-Mar,Hebbal,4.0,Raard B,7.934155233536322,5.0,3.0,5.293304824724492,Mar,,Mar,"Hebbal,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,EPIP Zone,2.0,BrontLa,7.193685818395112,2.0,1.0,4.477109515920573,,Ready To Move,Ready To Move,"EPIP Zone,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Konanakunte,3.0,A rtsai,7.244941546337007,2.0,1.0,4.30406509320417,,Ready To Move,Ready To Move,"Konanakunte,Bangalore,Karnataka,India"
Built-up  Area,18-Dec,Whitefield,2.0,others,7.084226422097916,2.0,1.0,4.276666119016055,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,3rd Block Jayanagar,2.0,others,6.90875477931522,2.0,1.0,4.875197323201151,,Ready To Move,Ready To Move,"3rd Block Jayanagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,Prtanha,7.168579897264035,2.0,2.0,4.6443908991413725,,Ready To Move,Ready To Move,"Thigalarapalya,Bangalore,Karnataka,India"
Super built-up  Area,19-Jul,Sarjapur  Road,1.0,Sasta S,6.423246963533519,1.0,0.0,2.9357168411440044,Jul,,Jul,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,21-Jun,Vijayanagar,3.0,Saahaat,7.307202314764738,3.0,2.0,4.61512051684126,Jun,,Jun,"Vijayanagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Rayasandra,3.0,MJeusyl,7.2254814727822945,3.0,2.0,4.290459441148391,,Ready To Move,Ready To Move,"Rayasandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,others,6.943122422819428,2.0,1.0,3.746912485364546,,Ready To Move,Ready To Move,"7th Phase JP Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kadugodi,4.0,others,8.229777750081887,4.0,0.0,5.351858133476067,,Ready To Move,Ready To Move,"Kadugodi,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Doddakallasandra,2.0,others,6.918695219020472,2.0,1.0,3.7230393057606412,,Ready To Move,Ready To Move,"Doddakallasandra,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Sarjapur,2.0,others,7.086737934510577,2.0,1.0,3.7612001156935624,,Ready To Move,Ready To Move,"Sarjapur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,HSR Layout,3.0,Klort C,7.467942332285852,3.0,2.0,4.564348191467836,,Ready To Move,Ready To Move,"HSR Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Malleshpalya,2.0,A idse ,6.959398512133975,2.0,2.0,3.9318256327243257,,Ready To Move,Ready To Move,"Malleshpalya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2.0,others,7.074116816197362,2.0,2.0,4.07753744390572,,Ready To Move,Ready To Move,"Horamavu Banaswadi,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Padmanabhanagar,5.0,others,8.210939733379021,4.0,2.0,6.089044875446846,,Ready To Move,Ready To Move,"Padmanabhanagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Hormavu,3.0,others,7.650168700845001,3.0,2.0,4.30406509320417,,Ready To Move,Ready To Move,"Hormavu,Bangalore,Karnataka,India"
Built-up  Area,18-Mar,Hoodi,4.0,others,7.9599745280805365,4.0,1.0,4.948759890378168,Mar,,Mar,"Hoodi,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,GrrvaGr,7.029087564149662,2.0,2.0,3.6696966346971625,,Ready To Move,Ready To Move,"Raja Rajeshwari Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Ulsoor,3.0,others,7.901377353792616,3.0,1.0,6.111467339502679,,Ready To Move,Ready To Move,"Ulsoor,Bangalore,Karnataka,India"
Super built-up  Area,18-Jul,JP Nagar,2.0,DSvvyx ,7.02197642307216,2.0,2.0,3.543853682063679,Jul,,Jul,"JP Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,HSR Layout,3.0,others,7.793586803371584,3.0,2.0,4.51085950651685,,Ready To Move,Ready To Move,"HSR Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Manjunatha Layout,2.0,others,7.170888478512505,2.0,1.0,4.110873864173311,,Ready To Move,Ready To Move,"Manjunatha Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kanakapura,2.0,SPavenc,6.994849985833071,2.0,2.0,3.5172010574184616,,Ready To Move,Ready To Move,"Kanakapura,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Yelahanka,3.0,others,7.905072849498666,3.0,1.0,5.529429087511423,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Konanakunte Cross,2.0,others,8.019941687677365,1.0,1.0,5.198497031265826,,Ready To Move,Ready To Move,"Konanakunte Cross,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Uttarahalli,3.0,SLnssPr,7.193685818395112,2.0,2.0,3.8617817889913995,,Ready To Move,Ready To Move,"Uttarahalli,Bangalore,Karnataka,India"
Super built-up  Area,18-Jul,Hosur Road,3.0,PuendWe,7.2640301428995295,2.0,1.0,4.402196841463264,Jul,,Jul,"Hosur Road,Bangalore,Karnataka,India"
Super built-up  Area,18-Aug,Banjara Layout,3.0,others,7.166265974133638,2.0,2.0,3.8918202981106265,Aug,,Aug,"Banjara Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Begur,3.0,Vantspa,7.365812837209472,3.0,2.0,4.330733340286331,,Ready To Move,Ready To Move,"Begur,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Uttarahalli,5.0,others,5.993961427306569,5.0,1.0,5.303304908059076,,Ready To Move,Ready To Move,"Uttarahalli,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Chikka Tirupathi,3.0,FiriaVi,7.500529485395295,4.0,2.0,4.397776944765114,,Ready To Move,Ready To Move,"Chikka Tirupathi,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Rajaji Nagar,4.0,PhestOn,8.165363632473982,4.0,3.0,6.293419278846481,,Ready To Move,Ready To Move,"Rajaji Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Parappana Agrahara,2.0,Peide L,7.085901464365611,2.0,2.0,3.871201010907891,,Ready To Move,Ready To Move,"Parappana Agrahara,Bangalore,Karnataka,India"
Super built-up  Area,21-Dec,Kanakpura Road,2.0,PrarePa,6.803505257608338,2.0,1.0,3.8501476017100584,Dec,,Dec,"Kanakpura Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,3.0,others,7.1785454837637,2.0,3.0,3.9318256327243257,,Ready To Move,Ready To Move,"Abbaiah Reddy Layout,Bangalore,Karnataka,India"
Super built-up  Area,21-Oct,Kanakpura Road,2.0,PrarePa,6.803505257608338,2.0,1.0,3.8501476017100584,Oct,,Oct,"Kanakpura Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Singasandra,4.0,others,8.25608813381491,6.0,3.0,5.278114659230517,,Ready To Move,Ready To Move,"Singasandra,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kogilu,7.0,others,6.8308742346461795,7.0,3.0,4.48863636973214,,Ready To Move,Ready To Move,"Kogilu,Bangalore,Karnataka,India"
Super built-up  Area,16-Dec,Yelachenahalli,2.0,others,7.783640596221253,1.0,1.0,5.017279836814924,Dec,,Dec,"Yelachenahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Koramangala,2.0,others,7.1631723908466425,2.0,3.0,4.61512051684126,,Ready To Move,Ready To Move,"Koramangala,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Yelahanka,6.0,others,8.235095497258357,6.0,3.0,4.709530201312334,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Lakshmi Layout,3.0,Cemesti,7.237778191923443,3.0,1.0,4.795790545596741,,Ready To Move,Ready To Move,"Lakshmi Layout,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Tavarekere,4.0,others,7.0909098220799835,4.0,2.0,4.290459441148391,,Ready To Move,Ready To Move,"Tavarekere,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Bisuvanahalli,2.0,Prityel,6.740519359606223,2.0,1.0,3.5263605246161616,,Ready To Move,Ready To Move,"Bisuvanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yelahanka,3.0,Niareum,7.338238150065589,3.0,3.0,4.795790545596741,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Immadihalli,2.0,others,7.035268599281097,2.0,2.0,4.23410650459726,,Ready To Move,Ready To Move,"Immadihalli,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Hoodi,3.0,Caycend,7.321849713788356,3.0,2.0,4.3408139388398075,Dec,,Dec,"Hoodi,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Srinivasa Nagar,2.0,others,6.803505257608338,2.0,1.0,4.02535169073515,,Ready To Move,Ready To Move,"Srinivasa Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Jigani,3.0,DLhtsen,7.115582126184454,3.0,3.0,4.007333185232471,,Ready To Move,Ready To Move,"Jigani,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Thirumenahalli,3.0,MNtha A,7.229113877793302,2.0,3.0,3.768845235751818,Apr,,Apr,"Thirumenahalli,Bangalore,Karnataka,India"
Super built-up  Area,17-Oct,Whitefield,2.0,Asarqz ,7.15305163493748,2.0,1.0,4.131961425793407,Oct,,Oct,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,19-Jun,Hebbal,3.0,Raard B,7.593877844605118,4.0,2.0,5.247024072160486,Jun,,Jun,"Hebbal,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kengeri,5.0,others,8.987321812850125,5.0,2.0,6.2166061010848646,,Ready To Move,Ready To Move,"Kengeri,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,KPC Layout,2.0,SVmesVi,7.099201743553092,2.0,2.0,4.143134726391533,,Ready To Move,Ready To Move,"KPC Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yelahanka,2.0,others,6.792344427470809,2.0,2.0,3.713572066704308,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,JP Nagar,9.0,others,7.844240718141811,9.0,0.0,5.8888779583328805,,Ready To Move,Ready To Move,"JP Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Sarjapur,4.0,others,7.0909098220799835,5.0,2.0,4.709530201312334,,Ready To Move,Ready To Move,"Sarjapur,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Ardendale,4.0,AWharde,8.070593539949519,4.0,3.0,5.303304908059076,,Ready To Move,Ready To Move,"Ardendale,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3.0,others,7.289610521451167,3.0,2.0,4.04305126783455,,Ready To Move,Ready To Move,"HOSUR MAIN ROAD,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hebbal,4.0,Prersis,7.81762544305337,5.0,2.0,5.375278407684165,,Ready To Move,Ready To Move,"Hebbal,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Begur,4.0,others,7.346655163176539,4.0,2.0,4.875197323201151,,Ready To Move,Ready To Move,"Begur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,Vaunei ,8.321664807135,4.0,1.0,5.739792912179234,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,2.0,SNncypa,6.883462586413092,2.0,2.0,3.6506582412937387,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Nandi Durga Road,3.0,others,7.824445930877619,3.0,1.0,5.5254529391317835,,Ready To Move,Ready To Move,"Nandi Durga Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Rajiv Nagar,3.0,PuoodSk,7.43307534889858,3.0,1.0,4.836281906951478,,Ready To Move,Ready To Move,"Rajiv Nagar,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Hosa Road,2.0,SStusan,6.96979066990159,2.0,1.0,3.4931686602009657,May,,May,"Hosa Road,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Cooke Town,3.0,others,7.8528278122817445,3.0,3.0,5.968707559985366,,Ready To Move,Ready To Move,"Cooke Town,Bangalore,Karnataka,India"
Carpet  Area,Ready To Move,Kumara Park,3.0,others,7.696667081526462,4.0,2.0,5.860786223465865,,Ready To Move,Ready To Move,"Kumara Park,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Daadys Gaarden Layout,3.0,InockHo,7.3783837129967145,3.0,0.0,4.394449154672439,,Ready To Move,Ready To Move,"Daadys Gaarden Layout,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Maruthi Nagar,3.0,others,7.1316985104669115,3.0,1.0,3.7013019741124933,May,,May,"Maruthi Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Bommanahalli,1.0,Prtusth,6.255750041753367,1.0,0.0,3.0204248861443626,,Ready To Move,Ready To Move,"Bommanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Marathahalli,4.0,PueraRi,8.294299608857235,5.0,2.0,5.3612921657094255,,Ready To Move,Ready To Move,"Marathahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Munnekollal,3.0,Keids O,7.237778191923443,3.0,2.0,4.23410650459726,,Ready To Move,Ready To Move,"Munnekollal,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Whitefield,2.0,SSdhimr,7.078341579557671,2.0,2.0,3.713572066704308,May,,May,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sahakara Nagar,2.0,KVersuj,7.106606137727303,2.0,2.0,3.8918202981106265,,Ready To Move,Ready To Move,"Sahakara Nagar,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Kudlu Gate,3.0,Sanzaat,7.355641102974253,2.0,1.0,4.532599493153256,Dec,,Dec,"Kudlu Gate,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,DSndsod,8.14060704285845,6.0,0.0,5.4359030295006,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
